mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
2	1	9/2	9/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	12
3	2	5	5	0.5	0	0	4/4	2	2	1/8		1/8	1		1	55	G3	3	47
3	2	5	5	0.5	0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	39
3	2	5	5	1.5	0	0	4/4	1	2	3/8		1/4	3/2		1	67	G4	4	35
3	2	5	5	0.75	0	0	4/4	1	1	3/16		1/8	3/2		-2	70	Bb4	4	29
3	2	11/2	11/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		-1	53	F3	3	48
3	2	11/2	11/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	40
3	2	23/4	23/4	0.25	3/16	3/16	4/4	1	1	1/16		1/16	1		0	72	C5	5	30
3	2	6	6	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-3	51	Eb3	3	49
3	2	6	6	0.25	1/4	1/4	4/4	2	1	1/16		1/16	1		0	60	C4	4	41
3	2	6	6	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	31
3	2	25/4	25/4	0.25	5/16	5/16	4/4	2	1	1/16		1/16	1		-2	58	Bb3	3	42
3	2	13/2	13/2	0.25	3/8	3/8	4/4	2	1	1/16		1/16	1		3	57	A3	3	43
3	2	13/2	13/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	36
3	2	27/4	27/4	0.25	7/16	7/16	4/4	2	1	1/16		1/16	1		1	55	G3	3	44
3	2	7	7	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		2	50	D3	3	50
3	2	7	7	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		3	57	A3	3	45
3	2	7	7	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		6	66	F#4	4	37
3	2	7	7	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5	32
3	2	8	8	1.0	3/4	3/4	4/4	2	3	1/4		1/4	1		1	43	G2	2	52
3	2	8	8	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		1	55	G3	3	51
3	2	8	8	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	46
3	2	8	8	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	38
3	2	8	8	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		2	74	D5	5	33
3	2	17/2	17/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	34
4	3	9	9	1.0	0	0	4/4	2	3	1/4		1/4	1		3	45	A2	2	76
4	3	9	9	1.0	0	0	4/4	2	2	1/4		1/4	1		3	57	A3	3	70
4	3	9	9	1.0	0	0	4/4	2	1	1/4		1/4	1		0	60	C4	4	64
4	3	9	9	1.0	0	0	4/4	1	2	1/4		1/4	1		-1	65	F4	4	60
4	3	9	9	0.5	0	0	4/4	1	1	1/8		1/8	1		-1	77	F5	5	53
4	3	19/2	19/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	54
4	3	10	10	1.0	1/4	1/4	4/4	2	3	1/4		1/4	1		-2	46	Bb2	2	77
4	3	10	10	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	65
4	3	10	10	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-2	58	Bb3	3	71
4	3	10	10	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		-1	65	F4	4	61
4	3	10	10	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		2	74	D5	5	55
4	3	21/2	21/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-4	56	Ab3	3	66
4	3	21/2	21/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	56
4	3	11	11	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	72
4	3	11	11	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		1	55	G3	3	67
4	3	11	11	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4	62
4	3	11	11	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	57
4	3	23/2	23/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		-1	53	F3	3	73
4	3	12	12	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	74
4	3	12	12	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		3	57	A3	3	68
4	3	12	12	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		-1	65	F4	4	63
4	3	12	12	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		0	72	C5	5	58
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		2	50	D3	3	75
4	3	25/2	25/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		5	59	B3	3	69
4	3	25/2	25/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		2	74	D5	5	59
5	4	13	13	2.0	0	0	4/4	2	2	1/2		1/2	1		0	48	C3	3	88
5	4	13	13	0.5	0	0	4/4	2	1	1/8		1/8	1		0	60	C4	4	84
5	4	13	13	0.5	0	0	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	80
5	4	13	13	2.0	0	0	4/4	1	1	1/2		1/2	1		-3	75	Eb5	5	78
5	4	27/2	27/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	85
5	4	27/2	27/2	1.0	1/8	1/8	4/4	1	2	1/4		1/4	1		1	67	G4	4	81
5	4	14	14	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	86
5	4	29/2	29/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	82
5	4	15	15	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		1	43	G2	2	89
5	4	15	15	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	87
5	4	15	15	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4	83
5	4	15	15	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5	79
6	4	16	16	1.0	0	3/4	4/4	2	2	1/4		1/4	1		2	50	D3	3	95
6	4	16	16	1.0	0	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	94
6	4	16	16	0.5	0	3/4	4/4	1	2	1/8		1/8	1		-1	65	F4	4	91
6	4	16	16	1.0	0	3/4	4/4	1	1	1/4		1/4	1		-1	77	F5	5	90
6	4	33/2	33/2	0.25	1/8	7/8	4/4	1	2	1/16		1/16	1		-2	70	Bb4	4	92
6	4	67/4	67/4	0.25	3/16	15/16	4/4	1	2	1/16		1/16	1		-4	68	Ab4	4	93
7	5	17	17	1.0	0	0	4/4	2	2	1/4		1/4	1		-3	51	Eb3	3	113
7	5	17	17	0.5	0	0	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	107
7	5	17	17	1.0	0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4	103
7	5	17	17	1.0	0	0	4/4	1	1	1/4		1/4	1		1	79	G5	5	96
7	5	35/2	35/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	108
7	5	18	18	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-1	53	F3	3	114
7	5	18	18	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		2	62	D4	4	109
7	5	18	18	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	104
7	5	18	18	0.5	1/4	1/4	4/4	1	1	1/8		1/8	1		-1	77	F5	5	97
7	5	37/2	37/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		0	60	C4	4	110
7	5	37/2	37/2	0.5	3/8	3/8	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	98
7	5	19	19	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		6	54	F#3	3	115
7	5	19	19	1.5	1/2	1/2	4/4	2	1	3/8		1/4	3/2		2	62	D4	4	111
7	5	19	19	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		3	69	A4	4	105
7	5	19	19	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		2	74	D5	5	99
7	5	39/2	39/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	100
7	5	20	20	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		1	55	G3	3	116
7	5	20	20	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	101
7	5	20	20	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		-2	70	Bb4	4	106
7	5	41/2	41/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	112
7	5	41/2	41/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		0	72	C5	5	102
8	6	21	21	0.5	0	0	4/4	2	2	1/8		1/8	1		-1	53	F3	3	134
8	6	21	21	0.5	0	0	4/4	2	1	1/8		1/8	1		-1	65	F4	4	128
8	6	21	21	0.5	0	0	4/4	1	2	1/8		1/8	1		-2	70	Bb4	4	122
8	6	21	21	0.5	0	0	4/4	1	1	1/8		1/8	1		2	74	D5	5	117
8	6	43/2	43/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	135
8	6	43/2	43/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	129
8	6	43/2	43/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		0	72	C5	5	123
8	6	43/2	43/2	0.5	1/8	1/8	4/4	1	1	1/8		1/8	1		-3	75	Eb5	5	118
8	6	22	22	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-1	53	F3	3	136
8	6	22	22	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		-1	65	F4	4	130
8	6	22	22	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		3	69	A4	4	124
8	6	22	22	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	119
8	6	45/2	45/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	131
8	6	23	23	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		-2	46	Bb2	2	137
8	6	23	23	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	D4	4	132
8	6	23	23	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		-1	65	F4	4	125
8	6	23	23	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	120
8	6	24	24	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-2	58	Bb3	3	133
8	6	24	24	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		-2	58	Bb3	3	138
8	6	24	24	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		-1	65	F4	4	126
8	6	24	24	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		2	74	D5	5	121
8	6	49/2	49/2	0.5	7/8	7/8	4/4	1	2	1/8		1/8	1		1	67	G4	4	127
9	7	25	25	1.0	0	0	4/4	2	2	1/4		1/4	1		6	54	F#3	3	156
9	7	25	25	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	151
9	7	25	25	0.5	0	0	4/4	1	2	1/8		1/8	1		3	69	A4	4	144
9	7	25	25	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	139
9	7	51/2	51/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		0	72	C5	5	145
9	7	26	26	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		1	55	G3	3	157
9	7	26	26	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		1	55	G3	3	152
9	7	26	26	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		-2	70	Bb4	4	146
9	7	26	26	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		2	74	D5	5	140
9	7	53/2	53/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		-1	53	F3	3	158
9	7	53/2	53/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	147
9	7	27	27	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		-3	51	Eb3	3	159
9	7	27	27	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		0	60	C4	4	153
9	7	27	27	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		1	67	G4	4	148
9	7	27	27	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		0	72	C5	5	141
9	7	55/2	55/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	154
9	7	55/2	55/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	149
9	7	28	28	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		2	50	D3	3	160
9	7	28	28	1.0	3/4	3/4	4/4	2	1	1/4		1/4	1		-3	63	Eb4	4	155
9	7	28	28	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	150
9	7	28	28	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	142
9	7	57/2	57/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	48	C3	3	161
9	7	57/2	57/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	143
10	8	29	29	2.0	0	0	4/4	2	2	1/2		1/2	1		2	50	D3	3	171
10	8	29	29	0.5	0	0	4/4	2	1	1/8		1/8	1		2	62	D4	4	167
10	8	29	29	1.0	0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4	164
10	8	29	29	2.0	0	0	4/4	1	1	1/2		1/2	1		3	69	A4	4	162
10	8	59/2	59/2	1.0	1/8	1/8	4/4	2	1	1/4		1/4	1		0	60	C4	4	168
10	8	30	30	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		6	66	F#4	4	165
10	8	61/2	61/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	169
10	8	31	31	2.0	1/2	1/2	4/4	2	2	1/2		1/2	1		-3	51	Eb3	3	172
10	8	31	31	2.0	1/2	1/2	4/4	2	1	1/2		1/2	1		-2	58	Bb3	3	170
10	8	31	31	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	163
10	8	31	31	2.0	1/2	1/2	4/4	1	2	1/2		1/2	1		1	67	G4	4	166
11	9	33	33	1.0	0	0	4/4	2	2	1/4		1/4	1		4	52	E3	3	187
11	9	33	33	1.0	0	0	4/4	2	1	1/4		1/4	1		0	60	C4	4	182
11	9	33	33	1.5	0	0	4/4	1	2	3/8		1/4	3/2		1	67	G4	4	176
11	9	33	33	1.0	0	0	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	173
11	9	34	34	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-1	53	F3	3	188
11	9	34	34	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		0	60	C4	4	183
11	9	34	34	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		3	69	A4	4	174
11	9	69/2	69/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		-1	65	F4	4	177
11	9	35	35	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		-2	46	Bb2	2	189
11	9	35	35	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		2	62	D4	4	184
11	9	35	35	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		-1	65	F4	4	178
11	9	35	35	2.0	1/2	1/2	4/4	1	1	1/2		1/2	1		1	67	G4	4	175
11	9	71/2	71/2	0.25	5/8	5/8	4/4	1	2	1/16		1/16	1		4	64	E4	4	179
11	9	143/4	143/4	0.25	11/16	11/16	4/4	1	2	1/16		1/16	1		2	62	D4	4	180
11	9	36	36	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		0	48	C3	3	190
11	9	36	36	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	185
11	9	36	36	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		4	64	E4	4	181
11	9	73/2	73/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	186
12	10	37	37	1.0	0	0	4/4	2	3	1/4		1/4	1		-1	41	F2	2	212
12	10	37	37	1.0	0	0	4/4	2	2	1/4		1/4	1		-1	53	F3	3	206
12	10	37	37	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	200
12	10	37	37	1.0	0	0	4/4	1	2	1/4		1/4	1		0	60	C4	4	195
12	10	37	37	1.0	0	0	4/4	1	1	1/4		1/4	1		-1	65	F4	4	191
12	10	38	38	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		-1	53	F3	3	207
12	10	38	38	1.0	1/4	1/4	4/4	2	1	1/4		1/4	1		3	57	A3	3	201
12	10	38	38	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	196
12	10	38	38	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		-1	65	F4	4	192
12	10	77/2	77/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	208
12	10	39	39	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		2	50	D3	3	209
12	10	39	39	0.5	1/2	1/2	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	202
12	10	39	39	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		-1	65	F4	4	197
12	10	39	39	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	193
12	10	79/2	79/2	0.5	5/8	5/8	4/4	2	1	1/8		1/8	1		-4	56	Ab3	3	203
12	10	40	40	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		-3	51	Eb3	3	210
12	10	40	40	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	204
12	10	40	40	0.5	3/4	3/4	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	198
12	10	40	40	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	194
12	10	81/2	81/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		2	50	D3	3	211
12	10	81/2	81/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	205
12	10	81/2	81/2	0.5	7/8	7/8	4/4	1	2	1/8		1/8	1		-1	65	F4	4	199
13	11	41	41	0.5	0	0	4/4	2	2	1/8		1/8	1		0	48	C3	3	229
13	11	41	41	0.5	0	0	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	222
13	11	41	41	0.5	0	0	4/4	1	2	1/8		1/8	1		1	67	G4	4	217
13	11	41	41	1.0	0	0	4/4	1	1	1/4		1/4	1		0	72	C5	5	213
13	11	83/2	83/2	0.5	1/8	1/8	4/4	2	2	1/8		1/8	1		-2	46	Bb2	2	230
13	11	83/2	83/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		-3	63	Eb4	4	218
13	11	83/2	83/2	0.5	1/8	1/8	4/4	2	1	1/8		1/8	1		1	67	G4	4	223
13	11	42	42	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		-4	44	Ab2	2	231
13	11	42	42	1.0	1/4	1/4	4/4	1	2	1/4		1/4	1		0	60	C4	4	219
13	11	42	42	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	67	G4	4	224
13	11	42	42	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	214
13	11	85/2	85/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		-1	65	F4	4	225
13	11	43	43	1.0	1/2	1/2	4/4	2	2	1/4		1/4	1		1	43	G2	2	232
13	11	43	43	1.0	1/2	1/2	4/4	2	1	1/4		1/4	1		5	59	B3	3	226
13	11	43	43	1.0	1/2	1/2	4/4	1	2	1/4		1/4	1		1	67	G4	4	220
13	11	43	43	1.0	1/2	1/2	4/4	1	1	1/4		1/4	1		2	74	D5	5	215
13	11	44	44	1.0	3/4	3/4	4/4	2	3	1/4		1/4	1		0	36	C2	2	234
13	11	44	44	1.0	3/4	3/4	4/4	2	2	1/4		1/4	1		0	48	C3	3	233
13	11	44	44	0.5	3/4	3/4	4/4	2	1	1/8		1/8	1		0	60	C4	4	227
13	11	44	44	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	221
13	11	44	44	1.0	3/4	3/4	4/4	1	1	1/4		1/4	1		-3	75	Eb5	5	216
13	11	89/2	89/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-2	58	Bb3	3	228
14	12	45	45	1.0	0	0	4/4	2	3	1/4		1/4	1		2	38	D2	2	260
14	12	45	45	1.0	0	0	4/4	2	2	1/4		1/4	1		2	50	D3	3	253
14	12	45	45	1.0	0	0	4/4	2	1	1/4		1/4	1		3	57	A3	3	248
14	12	45	45	0.5	0	0	4/4	1	2	1/8		1/8	1		1	67	G4	4	241
14	12	45	45	1.0	0	0	4/4	1	1	1/4		1/4	1		2	74	D5	5	235
14	12	91/2	91/2	0.5	1/8	1/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	242
14	12	46	46	0.5	1/4	1/4	4/4	2	3	1/8		1/8	1		4	40	E2	2	261
14	12	46	46	0.5	1/4	1/4	4/4	2	2	1/8		1/8	1		4	52	E3	3	254
14	12	46	46	0.5	1/4	1/4	4/4	2	1	1/8		1/8	1		1	55	G3	3	249
14	12	46	46	0.5	1/4	1/4	4/4	1	2	1/8		1/8	1		1	67	G4	4	243
14	12	46	46	1.0	1/4	1/4	4/4	1	1	1/4		1/4	1		0	72	C5	5	236
14	12	93/2	93/2	0.5	3/8	3/8	4/4	2	3	1/8		1/8	1		6	42	F#2	2	262
14	12	93/2	93/2	0.5	3/8	3/8	4/4	2	2	1/8		1/8	1		6	54	F#3	3	255
14	12	93/2	93/2	0.5	3/8	3/8	4/4	2	1	1/8		1/8	1		2	62	D4	4	250
14	12	93/2	93/2	0.5	3/8	3/8	4/4	1	2	1/8		1/8	1		3	69	A4	4	244
14	12	47	47	0.5	1/2	1/2	4/4	2	3	1/8		1/8	1		1	43	G2	2	263
14	12	47	47	0.5	1/2	1/2	4/4	2	2	1/8		1/8	1		1	55	G3	3	256
14	12	47	47	1.5	1/2	1/2	4/4	2	1	3/8		1/4	3/2		2	62	D4	4	251
14	12	47	47	0.5	1/2	1/2	4/4	1	2	1/8		1/8	1		1	67	G4	4	245
14	12	47	47	0.5	1/2	1/2	4/4	1	1	1/8		1/8	1		-2	70	Bb4	4	237
14	12	95/2	95/2	0.5	5/8	5/8	4/4	2	3	1/8		1/8	1		3	45	A2	2	264
14	12	95/2	95/2	0.5	5/8	5/8	4/4	2	2	1/8		1/8	1		3	57	A3	3	257
14	12	95/2	95/2	0.5	5/8	5/8	4/4	1	2	1/8		1/8	1		6	66	F#4	4	246
14	12	95/2	95/2	0.5	5/8	5/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	238
14	12	48	48	0.5	3/4	3/4	4/4	2	3	1/8		1/8	1		-2	46	Bb2	2	265
14	12	48	48	0.5	3/4	3/4	4/4	2	2	1/8		1/8	1		-2	58	Bb3	3	258
14	12	48	48	0.5	3/4	3/4	4/4	1	1	1/8		1/8	1		1	67	G4	4	239
14	12	48	48	1.0	3/4	3/4	4/4	1	2	1/4		1/4	1		1	67	G4	4	247
14	12	97/2	97/2	0.5	7/8	7/8	4/4	2	3	1/8		1/8	1		0	48	C3	3	266
14	12	97/2	97/2	0.5	7/8	7/8	4/4	2	2	1/8		1/8	1		0	60	C4	4	259
14	12	97/2	97/2	0.5	7/8	7/8	4/4	2	1	1/8		1/8	1		-3	63	Eb4	4	252
14	12	97/2	97/2	0.5	7/8	7/8	4/4	1	1	1/8		1/8	1		3	69	A4	4	240
15	13	49	49	1.0	0	0	4/4	2	3	1/4		1/4	1		2	50	D3	3	279
15	13	49	49	1.0	0	0	4/4	2	2	1/4		1/4	1		2	62	D4	4	276
15	13	49	49	1.5	0	0	4/4	2	1	3/8		1/4	3/2		2	62	D4	4	273
15	13	49	49	1.0	0	0	4/4	1	2	1/4		1/4	1		1	67	G4	4	270
15	13	49	49	1.0	0	0	4/4	1	1	1/4		1/4	1		-2	70	Bb4	4	267
15	13	50	50	1.0	1/4	1/4	4/4	2	3	1/4		1/4	1		2	38	D2	2	280
15	13	50	50	1.0	1/4	1/4	4/4	2	2	1/4		1/4	1		2	50	D3	3	277
