mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	lyrics_5	lyrics_6	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	19													
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	20													
2	2	3	3	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	21													
2	2	9/2	9/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	22													
2	2	5	5	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	23													
3	3	6	6	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	24													
3	3	15/2	15/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	25													
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	26													
3	3	6	6	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	27	mäch-	See-	dei-	Strö-	in	lo-							
3	3	7	7	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	28	-ti-	-le,	-nen	-men	mir	-be							
3	3	8	8	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	29	-gen	das	Stand	der	ist,	mit							
3	3	6	6	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	30													
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	31													
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	32													
3	3	6	6	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	33													
3	3	7	7	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	34													
3	3	8	8	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	35													
3	3	6	6	0.0	0	0	StaffText	3/4	2	3	0										Cont.						
3	3	6	6	2.0	0	0	Chord	3/4	2	3	1/2	1/2	1	36													
4	4	9	9	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	37													
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	38													
4	4	11	11	0.5	1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	39													
4	4	23/2	23/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	40													
4	4	9	9	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	41	Kö-	ist	sicht-	Lie-	lo-	A-							
4	4	10	10	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	42	-nig	mein	-bar	-be	-be	-bra-							
4	4	11	11	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	43	der	be-	ge-	ge-	den	-hams							
4	4	9	9	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	44													
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	45													
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	46													
4	4	9	9	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	47													
4	4	10	10	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	48													
4	4	11	11	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	49													
5	5	12	12	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	50													
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	51													
5	5	12	12	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	52	Eh-	-geh-	-seg-	-reg-	Na-	Sa-							0
5	5	13	13	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	53													
5	5	14	14	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	54	-ren.	-ren.	-net;	-net:	-men!	-men!							
5	5	12	12	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	55													1
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	56													
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	57													
5	5	12	12	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	58													2
5	5	13	13	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	59													
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	60													
5	5	14	14	1.0	1/2	1/2	Chord	3/4	2	3	1/4	1/4	1	61													
6	6	15	15	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	62	Kommt	den-	Er										
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	63	her	-ke	ist										
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	64	zu	da-	dein										
6	6	15	15	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	65													
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	66													
6	6	17	17	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	67													
6	6	15	15	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	68													
6	6	33/2	33/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	69													
6	6	17	17	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	70													
6	6	35/2	35/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	71													
6	6	15	15	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	72													
6	6	16	16	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	73													
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	74													
6	6	17	17	1.0	1/2	1/2	Chord	3/4	2	3	1/4	1/4	1	75													
7	7	18	18	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	76	hauf,	-ran,	Licht;										
7	7	18	18	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	77													
7	7	18	18	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	78													
7	7	18	18	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	79													
8	8	21	21	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	80	Psal-	was	See-										
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	81	-ter!	der	-le,										
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	82													
8	8	21	21	1.5	0	0	Chord	3/4	1	2	3/8	1/4	3/2	83													
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8	1/8	1	84													
8	8	23	23	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	85	und	All-	ver-										
8	8	21	21	1.5	0	0	Chord	3/4	2	1	3/8	1/4	3/2	86													
8	8	45/2	45/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	87													
8	8	23	23	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	88													
8	8	47/2	47/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	89													
8	8	21	21	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	90													
8	8	22	22	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	91													
8	8	23	23	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	92													
9	9	24	24	1.5	0	0	Chord	3/4	1	1	3/8	1/4	3/2	93													
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	94													
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	95													
9	9	24	24	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	96	Har-	-mäch-	-giss										
9	9	25	25	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	97	-fe	-ti-	es										
9	9	26	26	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	98	wach'	-ge	ja										
9	9	24	24	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	99													
9	9	25	25	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	100													
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	101													
9	9	24	24	1.5	0	0	Chord	3/4	2	2	3/8	1/4	3/2	102													
9	9	51/2	51/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	103													
9	9	26	26	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	104													
10	10	27	27	3.0	0	0	Chord	3/4	1	1	3/4	1/2	3/2	105	auf.	kann,	nicht,										
10	10	27	27	3.0	0	0	Chord	3/4	1	2	3/4	1/2	3/2	106													
10	10	27	27	3.0	0	0	Chord	3/4	2	1	3/4	1/2	3/2	107													
10	10	27	27	3.0	0	0	Chord	3/4	2	2	3/4	1/2	3/2	108													
11	11	30	30	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	109	Las-	der	Lo-										
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	110	-set	dir	-ben-										
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	111	die	mit	-de,										
11	11	30	30	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	112													
11	11	31	31	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	113													
11	11	32	32	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	114													
11	11	30	30	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	115													
11	11	31	31	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	116													
11	11	32	32	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	117													
11	11	30	30	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	118													
11	11	31	31	0.5	1/4	1/4	Chord	3/4	2	2	1/8	1/8	1	119													
11	11	63/2	63/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8	1/8	1	120													
11	11	32	32	0.5	1/2	1/2	Chord	3/4	2	2	1/8	1/8	1	121													
11	11	65/2	65/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8	1/8	1	122													
12	12	33	33	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	123	Mu-	Lie-	schlie-										
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	124	-si-	-be	-sse										
12	12	35	35	0.75	1/2	1/2	Chord	3/4	1	1	3/16	1/8	3/2	125	-cam	be-	mit										
12	12	143/4	143/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16	1/16	1	126													
12	12	33	33	1.0	0	0	Chord	3/4	1	2	1/4	1/4	1	127													
12	12	34	34	1.0	1/4	1/4	Chord	3/4	1	2	1/4	1/4	1	128													
12	12	35	35	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	129													
12	12	33	33	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	130													
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	131													
12	12	35	35	0.5	1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	132													
12	12	71/2	71/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	133													
12	12	33	33	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	134													
12	12	34	34	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	135													
12	12	35	35	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	136													
13	13	36	36	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	137	hö-	-geg-	A-										
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	138	-ren.	-net!	-men!										
13	13	36	36	2.0	0	0	Chord	3/4	1	2	1/2	1/2	1	139													
13	13	38	38	1.0	1/2	1/2	Chord	3/4	1	2	1/4	1/4	1	140													
13	13	36	36	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	141													3
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	142													
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	143													
13	13	36	36	1.0	0	0	Chord	3/4	2	2	1/4	1/4	1	144													4
13	13	37	37	1.0	1/4	1/4	Chord	3/4	2	2	1/4	1/4	1	145													
13	13	38	38	1.0	1/2	1/2	Chord	3/4	2	2	1/4	1/4	1	146													
