mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	98	-de						
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	99							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	100							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	101							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	102							
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	103							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	104							
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	105							
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	106							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	107							
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	108							
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	109							
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	110							
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	111							
9	8	29	29	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	112	füh-						4
9	8	30	30	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	113							4
9	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	114							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	115	-ret.						
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	116	Gieb,						
9	8	29	29	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	117							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	118							
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	119							
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	120							5
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	121							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	122							
9	8	32	32	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	123							
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	124							
9	8	29	29	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	125							
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	126							
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	127							
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	128	dass						
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	129	ich's						
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	130	thu-						
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	131	-e						
10	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	132							
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	133							
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	134							
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	135							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	136							
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	137							
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	138							
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	139							
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	140							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	141							
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	142							
10	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	143							
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	144							
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	145							
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	146							
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	147							
10	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	148							
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	149							
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=78	78.0	𝅘𝅥	78.0	0.0	
11	10	37	37	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	150	bald,						
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	151	zu						
11	10	37	37	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	152							
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	153							
11	10	37	37	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	154							
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	155							
11	10	37	37	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	156							
11	10	40	40	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	157							
11	10	81/2	81/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	158							
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	159	der						
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	160	Zeit,						
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=77	77.0	𝅘𝅥	77.0	0.0	
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	161	da						
12	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=76	76.0	𝅘𝅥	76.0	0.0	
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	162	ich						
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	163							
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	164							
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	165							
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	166							
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	167							
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	168							
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	169							
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	170							
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	171							
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	172							
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	173							
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	174							
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	175							
13	12	45	45	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	176	soll;						
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	177	und						
13	12	45	45	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	178							
13	12	48	48	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	179							
13	12	45	45	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	180							
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	181							
13	12	45	45	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	182							
13	12	48	48	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	183							
14	13	49	49	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	184	wenn						
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	185	ich's						
14	13	51	51	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	186	thu,						
14	13	52	52	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=75	75.0	𝅘𝅥	75.0	0.0	
14	13	52	52	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	187	su						
14	13	49	49	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	188							
14	13	50	50	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	189							
14	13	51	51	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	190							
14	13	103/2	103/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	191							
14	13	52	52	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	192							
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	193							
14	13	49	49	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	194							
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	195							
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	196							
14	13	52	52	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	197							
14	13	105/2	105/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	198							
14	13	49	49	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	199							
14	13	50	50	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	200							
14	13	51	51	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	201							
14	13	52	52	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	202							
15	14	53	53	0.0	0	0	Tempo	4/4	1	1	0					𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
15	14	53	53	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	203	gieb,						
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	204	dass						
15	14	53	53	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	205							
15	14	56	56	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	206							
15	14	53	53	2.0	0	0	Chord	4/4	2	1	1/2	1/2	1	207							
15	14	56	56	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	208							6
15	14	113/2	113/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	209							6
15	14	227/4	227/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	210							
15	14	53	53	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	211							
15	14	56	56	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	212							
16	15	57	57	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	213	es						
16	15	58	58	0.0	1/4	1/4	Tempo	4/4	1	1	0					𝅘𝅥=72	72.0	𝅘𝅥	72.0	0.0	
16	15	58	58	0.5	1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	214	ge-						
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	215							
16	15	59	59	0.0	1/2	1/2	Tempo	4/4	1	1	0					𝅘𝅥=69	69.0	𝅘𝅥	69.0	0.0	
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	216	-ra-						
16	15	60	60	0.0	3/4	3/4	Tempo	4/4	1	1	0					𝅘𝅥=63.2	63.0	𝅘𝅥	63.2	0.0	
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	217	-the						
16	15	121/2	121/2	0.0	7/8	7/8	Tempo	4/4	1	1	0					𝅘𝅥=59	59.0	𝅘𝅥	59.0	0.0	
16	15	57	57	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	218							
16	15	58	58	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	219							
16	15	59	59	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	220							
16	15	60	60	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	221							
16	15	57	57	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	222							
16	15	58	58	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	223							
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	224							
16	15	59	59	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	225							
16	15	60	60	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	226							
16	15	121/2	121/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	227							
16	15	57	57	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	228							
16	15	115/2	115/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	229							
16	15	58	58	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	230							
16	15	117/2	117/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	231							
16	15	59	59	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	232							
16	15	60	60	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	233							
17	16	61	61	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	234	wohl.						
17	16	61	61	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	235							
17	16	61	61	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	236							
17	16	61	61	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	237							
