mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	lyrics_3	lyrics_4	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	57											
4	3	12	12	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	58											
4	3	25/2	25/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	59											
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	60											
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	61											
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	62											
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	63											
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	64											
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	65											
4	3	9	9	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	66											
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	67											
4	3	10	10	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	68											
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	69											
4	3	11	11	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	70											
4	3	12	12	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	71											
5	4	13	13	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	72	-lein,	sein;	-thron,	Sohn,							
5	4	13	13	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	73											
5	4	13	13	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	74											
5	4	13	13	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	75											
5	4	13	13	0.0	0	0	StaffText	4/4	2	3	0								Cont.						
5	4	13	13	3.0	0	0	Chord	4/4	2	3	3/4	1/2	3/2	76											
5	4	13	13	0.0	0	0	StaffText	4/4	3	3	0								Cont.						
5	4	13	13	3.0	0	0	Chord	4/4	3	3	3/4	1/2	3/2	77											
6	4	16	16	1.0	0	3/4	Chord	4/4	1	1	1/4	1/4	1	78	vor-	und									
6	4	16	16	1.0	0	3/4	Chord	4/4	1	2	1/4	1/4	1	79											
6	4	16	16	1.0	0	3/4	Chord	4/4	2	1	1/4	1/4	1	80											
6	4	16	16	1.0	0	3/4	Chord	4/4	2	2	1/4	1/4	1	81											
6	4	16	16	1.0	0	3/4	Chord	4/4	3	2	1/4	1/4	1	82											
7	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	83	-nehm-	bit-									
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	84	-lich	-ten									
7	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	85	zu	fer-									
7	5	20	20	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	86	der	-ner									
7	5	17	17	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	87											
7	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	88											
7	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	89											
7	5	19	19	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	90											
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	91											
7	5	20	20	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	92											
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	93											
7	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	94											
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	95											
7	5	19	19	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	96											
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	97											
7	5	20	20	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	98											
7	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	99											
7	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	100											
7	5	18	18	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	101											
7	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	102											
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	103											
7	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	104											
7	5	17	17	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	105											
7	5	18	18	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	106											
7	5	19	19	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	107											
7	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	108											
7	5	20	20	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	109											
8	6	21	21	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	110	Zeit,	dich:									
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	111	da	gieb									
8	6	21	21	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	112											
8	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	113											
8	6	21	21	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	114											
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	115											
8	6	21	21	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	116											
8	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	117											
8	6	21	21	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	118											
8	6	24	24	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	119											
9	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	120	sich	uns									
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	121	das	ein									
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	122	Jahr	fried-									
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	123	thut	-lich's									
9	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	124											
9	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	125											
9	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	126											
9	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	127											
9	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	128											
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	129											
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	130											
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	131											
9	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	132											
9	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	133											
9	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	134											
9	7	27	27	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	135											
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	136											
9	7	28	28	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	137											
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	138											
9	7	25	25	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	139											
9	7	26	26	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	140											
9	7	27	27	0.5	1/2	1/2	Chord	4/4	3	2	1/8	1/8	1	141											
9	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	3	2	1/8	1/8	1	142											
9	7	28	28	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	143											
9	7	57/2	57/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	144											
10	8	29	29	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	145	en-	Jah-									3
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	146											
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	147	-den,	-re,									
10	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=85	85.0	𝅘𝅥	85.0	0.0	
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	148	die	für									
10	8	29	29	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	149											4
10	8	30	30	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	150											4
10	8	61/2	61/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	151											
10	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	152											
10	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	153											
10	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	154											5
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	155											
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	156											
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	157											
10	8	29	29	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	158											
10	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	159											
10	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	160											
10	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	161											
10	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	162											
10	8	29	29	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	163											
10	8	59/2	59/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	164											
10	8	30	30	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	165											
10	8	31	31	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	166											
10	8	32	32	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	167											
11	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	168	Sonn'	al-									
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	169	sich	-lem									
11	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170	zu	Leid									
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	171	uns	be-									
11	9	33	33	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	172											
11	9	34	34	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	173											
11	9	35	35	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	174											
11	9	36	36	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	175											
11	9	33	33	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	176											
11	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	177											
11	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	178											
11	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	179											
11	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	180											
11	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	181											
11	9	33	33	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	182											
11	9	34	34	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	183											
11	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	184											
11	9	36	36	0.5	3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	185											
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	186											
11	9	33	33	1.0	0	0	Chord	4/4	3	2	1/4	1/4	1	187											
11	9	34	34	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	188											
11	9	35	35	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	189											
11	9	36	36	0.5	3/4	3/4	Chord	4/4	3	2	1/8	1/8	1	190											
11	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	3	2	1/8	1/8	1	191											
12	10	37	37	1.5	0	0	Chord	4/4	1	1	3/8	1/4	3/2	192	wen-	-wah-									6
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	193											
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	194	-den;	-re									
12	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=83	83.0	𝅘𝅥	83.0	0.0	
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	195	das	und									
12	10	37	37	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	196											7
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	197											7
12	10	38	38	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	198											7
12	10	77/2	77/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	199											
12	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	200											
12	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	201											
12	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	202											8
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	203											
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	204											
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	205											
12	10	37	37	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	206											9
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	207											9
12	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	208											
12	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	209											
12	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	210											
12	10	37	37	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	211											10
12	10	75/2	75/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	212											10
12	10	38	38	1.0	1/4	1/4	Chord	4/4	3	2	1/4	1/4	1	213											
12	10	39	39	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	214											
12	10	40	40	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	215											
13	11	41	41	0.0	0	0	Tempo	4/4	1	1	0									𝅘𝅥=82	82.0	𝅘𝅥	82.0	0.0	
13	11	41	41	0.5	0	0	Chord	4/4	1	1	1/8	1/8	1	216	neu'	nähr									
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	217											
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	218	Jahr	uns									
13	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0									𝅘𝅥=79.5	80.0	𝅘𝅥	79.5	0.0	
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	219	ist	mil-									
13	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0									𝅘𝅥=74	74.0	𝅘𝅥	74.0	0.0	
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	220	nicht	-dig-									
13	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	221											
13	11	42	42	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	222											
13	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	223											
13	11	44	44	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	224											
13	11	41	41	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	225											
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	226											
13	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	227											
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	228											
13	11	44	44	0.5	3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	229											
13	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	230											
13	11	41	41	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	231											
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	232											
13	11	42	42	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	233											
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	234											
13	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	235											
13	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	236											
13	11	41	41	0.5	0	0	Chord	4/4	3	2	1/8	1/8	1	237											
13	11	83/2	83/2	0.5	1/8	1/8	Chord	4/4	3	2	1/8	1/8	1	238											
13	11	42	42	0.5	1/4	1/4	Chord	4/4	3	2	1/8	1/8	1	239											
13	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	3	2	1/8	1/8	1	240											
13	11	43	43	1.0	1/2	1/2	Chord	4/4	3	2	1/4	1/4	1	241											
13	11	44	44	1.0	3/4	3/4	Chord	4/4	3	2	1/4	1/4	1	242											
14	12	45	45	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	243	weit.	-lich.									
14	12	45	45	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	244											
14	12	45	45	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	245											
14	12	45	45	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	246											
14	12	45	45	3.0	0	0	Chord	4/4	3	2	3/4	1/2	3/2	247											
