mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	lyrics_2	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur
4	3	9	9	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=72.37	72.0	𝅘𝅥	72.37	0.0	
4	3	9	9	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	49	ich	trau-							
4	3	10	10	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
4	3	10	10	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	50	den	-e							
4	3	11	11	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=69.75	70.0	𝅘𝅥	69.75	0.0	
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	51	höch-	dem							
4	3	12	12	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	52	-sten	al-							
4	3	9	9	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	53									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	54									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	55									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	56									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	57									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	58									
4	3	9	9	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	59									
4	3	10	10	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	60									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	61									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	62									
4	3	9	9	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	63									
4	3	19/2	19/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	64									
4	3	10	10	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	65									
4	3	21/2	21/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	66									
4	3	11	11	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	67									
4	3	12	12	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	68									
5	4	13	13	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=71.3	71.0	𝅘𝅥	71.3	0.0	
5	4	13	13	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	69	ra-	-lei-							
5	4	14	14	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=65.2	65.0	𝅘𝅥	65.2	0.0	
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	70	-then,	-ne,							
5	4	16	16	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=69.1	69.0	𝅘𝅥	69.1	0.0	
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	71	der	der							
5	4	13	13	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	72									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	73									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	74									
5	4	13	13	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	75									3
5	4	14	14	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	76									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	77									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	78									
5	4	13	13	2.0	0	0	Chord	4/4	2	2	1/2	1/2	1	79									
5	4	15	15	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	80									
5	4	16	16	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	81									
6	5	17	17	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=70.5	70.0	𝅘𝅥	70.5	0.0	
6	5	17	17	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	82	al-	dich							
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	83	-les	er-							
6	5	19	19	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=68.4	68.0	𝅘𝅥	68.4	0.0	
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	84	kann	-schaf-							
6	5	20	20	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
6	5	20	20	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	85	und	-fen							
6	5	41/2	41/2	0.0	7/8	7/8	Tempo	4/4	1	1	0							𝅘𝅥=65.13	65.0	𝅘𝅥	65.13	0.0	
6	5	41/2	41/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	86									
6	5	17	17	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	87									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	88									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	89									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	90									
6	5	17	17	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	91									
6	5	18	18	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	92									
6	5	19	19	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	93									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	94									
6	5	17	17	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	95									
6	5	18	18	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	96									
6	5	37/2	37/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	97									
6	5	19	19	0.5	1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	98									
6	5	39/2	39/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	99									
6	5	20	20	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	100									
6	5	17	17	0.5	0	0	Chord	4/4	2	3	1/8	1/8	1	101									
6	5	35/2	35/2	0.5	1/8	1/8	Chord	4/4	2	3	1/8	1/8	1	102									
7	6	21	21	3.0	0	0	Chord	4/4	1	1	3/4	1/2	3/2	103	hat.	hat.							
7	6	24	24	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=67.45	67.0	𝅘𝅥	67.45	0.0	
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	104	Er	Es							
7	6	21	21	3.0	0	0	Chord	4/4	1	2	3/4	1/2	3/2	105									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	106									
7	6	21	21	3.0	0	0	Chord	4/4	2	1	3/4	1/2	3/2	107									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	108									
7	6	21	21	3.0	0	0	Chord	4/4	2	2	3/4	1/2	3/2	109									
7	6	24	24	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	110									
8	7	25	25	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=71.28	71.0	𝅘𝅥	71.28	0.0	
8	7	25	25	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	111	muss	ge-							
8	7	26	26	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=70.2	70.0	𝅘𝅥	70.2	0.0	
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	112	zu	-he							
8	7	27	27	0.5	1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	113	al-	wie							
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	114									
8	7	28	28	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	115	-len	es							
8	7	25	25	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	116									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	117									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	118									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	119									
8	7	25	25	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	120									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	121									
8	7	27	27	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	122									
8	7	55/2	55/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	123									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	124									
8	7	25	25	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	125									
8	7	26	26	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	126									
8	7	27	27	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	127									
8	7	28	28	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	128									
9	8	29	29	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
9	8	29	29	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	129	Din-	ge-							
9	8	30	30	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=66	66.0	𝅘𝅥	66.0	0.0	
9	8	31	31	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=64.3	64.0	𝅘𝅥	64.3	0.0	
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	130	-gen,	-he,							
9	8	32	32	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=66.3	66.0	𝅘𝅥	66.3	0.0	
9	8	32	32	0.5	3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	131	soll's	dein							
9	8	65/2	65/2	0.0	7/8	7/8	Tempo	4/4	1	1	0							𝅘𝅥=68.88	69.0	𝅘𝅥	68.88	0.0	
9	8	65/2	65/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	132									
9	8	29	29	2.0	0	0	Chord	4/4	1	2	1/2	1/2	1	133									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	134									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	135									
9	8	29	29	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	136									4
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	137									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	138									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	139									
9	8	29	29	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	140									5
9	8	30	30	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	141									
9	8	31	31	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	142									
9	8	32	32	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	143									
10	9	33	33	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=68.15	68.0	𝅘𝅥	68.15	0.0	
10	9	33	33	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	144	an-	Va-							
10	9	34	34	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=67	67.0	𝅘𝅥	67.0	0.0	
10	9	34	34	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	145	-ders	-ter							
10	9	69/2	69/2	0.0	3/8	3/8	Tempo	4/4	1	1	0							𝅘𝅥=68	68.0	𝅘𝅥	68.0	0.0	
10	9	35	35	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=69.6	70.0	𝅘𝅥	69.6	0.0	
10	9	35	35	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	146	wohl	in							
10	9	36	36	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=67.5	68.0	𝅘𝅥	67.5	0.0	
10	9	36	36	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	147	ge-	der							
10	9	73/2	73/2	0.0	7/8	7/8	Tempo	4/4	1	1	0							𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
10	9	33	33	0.5	0	0	Chord	4/4	1	2	1/8	1/8	1	148									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	149									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	150									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	151									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	152									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	153									
10	9	36	36	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	154									
10	9	73/2	73/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	155									
10	9	33	33	0.5	0	0	Chord	4/4	2	1	1/8	1/8	1	156									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	157									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	158									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	159									
10	9	35	35	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	160									
10	9	71/2	71/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	161									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	162									
10	9	33	33	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	163									
10	9	67/2	67/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	164									
10	9	34	34	0.5	1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	165									
10	9	69/2	69/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	166									
10	9	35	35	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	167									
10	9	36	36	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	168									
11	10	37	37	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=66.5	66.0	𝅘𝅥	66.5	0.0	
11	10	37	37	2.0	0	0	Chord	4/4	1	1	1/2	1/2	1	169	-lin-	Hö-							
11	10	38	38	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=65.1	65.0	𝅘𝅥	65.1	0.0	
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	170	-gen,	-he,							
11	10	40	40	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	171	selbst	der							
11	10	37	37	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	172									6
11	10	38	38	1.0	1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	173									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	174									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	175									
11	10	37	37	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	176									7
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	177									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	178									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	179									
11	10	37	37	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	180									8
11	10	38	38	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	181									
11	10	39	39	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	182									
11	10	40	40	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	183									
12	11	41	41	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=67.4	67.0	𝅘𝅥	67.4	0.0	
12	11	41	41	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	184	ge-	weiss							
12	11	42	42	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=66.2	66.0	𝅘𝅥	66.2	0.0	
12	11	42	42	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	185	-ben	zu							
12	11	43	43	0.0	1/2	1/2	Tempo	4/4	1	1	0							𝅘𝅥=65	65.0	𝅘𝅥	65.0	0.0	
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	186	gu-	al-							
12	11	44	44	0.0	3/4	3/4	Tempo	4/4	1	1	0							𝅘𝅥=63.6	64.0	𝅘𝅥	63.6	0.0	
12	11	44	44	1.0	3/4	3/4	Chord	4/4	1	1	1/4	1/4	1	187	-ten	-len							
12	11	41	41	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	188									
12	11	42	42	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	189									
12	11	85/2	85/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	190									
12	11	43	43	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	191									
12	11	44	44	0.5	3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	192									
12	11	89/2	89/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	193									
12	11	41	41	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	194									
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	195									
12	11	43	43	0.5	1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	196									
12	11	87/2	87/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	197									
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	198									
12	11	41	41	1.0	0	0	Chord	4/4	2	2	1/4	1/4	1	199									
12	11	42	42	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	200									
12	11	43	43	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	201									
12	11	44	44	1.0	3/4	3/4	Chord	4/4	2	2	1/4	1/4	1	202									
13	12	45	45	0.0	0	0	Tempo	4/4	1	1	0							𝅘𝅥=60.35	60.0	𝅘𝅥	60.35	0.0	
13	12	45	45	1.0	0	0	Chord	4/4	1	1	1/4	1/4	1	203	Rath	Sa-							
13	12	91/2	91/2	0.0	1/8	1/8	Tempo	4/4	1	1	0							𝅘𝅥=57.4	57.0	𝅘𝅥	57.4	0.0	
13	12	46	46	0.0	1/4	1/4	Tempo	4/4	1	1	0							𝅘𝅥=55	55.0	𝅘𝅥	55.0	0.0	
13	12	46	46	1.0	1/4	1/4	Chord	4/4	1	1	1/4	1/4	1	204	und	-chen							
13	12	93/2	93/2	0.0	3/8	3/8	Tempo	4/4	1	1	0							𝅘𝅥=52	52.0	𝅘𝅥	52.0	0.0	
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	1	1/4	1/4	1	205	That.	Rath.							
13	12	45	45	1.0	0	0	Chord	4/4	1	2	1/4	1/4	1	206									
13	12	46	46	0.5	1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	207									
13	12	93/2	93/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	208									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	209									
13	12	45	45	1.0	0	0	Chord	4/4	2	1	1/4	1/4	1	210									
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	211									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	212									
13	12	45	45	0.5	0	0	Chord	4/4	2	2	1/8	1/8	1	213									
13	12	91/2	91/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	214									
13	12	46	46	1.0	1/4	1/4	Chord	4/4	2	2	1/4	1/4	1	215									
13	12	47	47	1.0	1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	216									
